Keypoints,Class
"[[0.23457289 0.05056056 0.79242885]
 [0.21926697 0.07220708 0.7545074 ]
 [0.21927181 0.0716083  0.75768346]
 [0.25805265 0.12827921 0.8686416 ]
 [0.2545256  0.12395053 0.79051536]
 [0.40178472 0.11334874 0.69896513]
 [0.3749612  0.13983223 0.84784377]
 [0.60938585 0.12616783 0.7661461 ]
 [0.5864255  0.14104705 0.7615222 ]
 [0.79956967 0.11870975 0.7983491 ]
 [0.744344   0.13602825 0.7471862 ]
 [0.67506146 0.27915865 0.89450264]
 [0.6490425  0.28887838 0.78374636]
 [0.7566919  0.58801013 0.8678268 ]
 [0.71716595 0.5777541  0.8846905 ]
 [0.7684058  0.86486226 0.8392322 ]
 [0.7375803  0.8429394  0.79328525]]",Upward-Facing Dog
"[[0.18420944 0.07103559 0.74784243]
 [0.16204119 0.08832024 0.79631096]
 [0.1619523  0.08773068 0.8316816 ]
 [0.19700451 0.15469195 0.89102954]
 [0.196802   0.15341842 0.89045286]
 [0.36187756 0.14037007 0.71304786]
 [0.3552601  0.16085668 0.86152357]
 [0.617923   0.11936836 0.8164898 ]
 [0.5975413  0.1402762  0.7774042 ]
 [0.8342139  0.09322021 0.9123571 ]
 [0.78027767 0.13650507 0.72212017]
 [0.66942036 0.32337388 0.87396973]
 [0.6545083  0.32389224 0.6328951 ]
 [0.7436545  0.6512303  0.8695768 ]
 [0.7262332  0.6510369  0.79777247]
 [0.7805889  0.97106546 0.7109273 ]
 [0.7682343  0.95795196 0.67937744]]",Upward-Facing Dog
"[[0.24121286 0.11846928 0.84240746]
 [0.23655505 0.14426926 0.7850086 ]
 [0.23621458 0.14625688 0.76827735]
 [0.28691208 0.17981586 0.9291236 ]
 [0.28627968 0.18290626 0.8891032 ]
 [0.41334394 0.17016554 0.9022492 ]
 [0.4041033  0.19136333 0.957375  ]
 [0.62264675 0.13170259 0.7909682 ]
 [0.6108223  0.15489504 0.77744424]
 [0.7868457  0.13573006 0.5433956 ]
 [0.77200574 0.16728465 0.80365723]
 [0.67394555 0.31881332 0.70503056]
 [0.6655387  0.32251066 0.52019   ]
 [0.7157168  0.6239549  0.90421647]
 [0.7066872  0.6217711  0.85380393]
 [0.6932049  0.91239417 0.7211454 ]
 [0.6846109  0.89899886 0.71832526]]",Upward-Facing Dog
"[[0.276597   0.07621161 0.82649565]
 [0.25138396 0.0903445  0.7525959 ]
 [0.24913879 0.08951584 0.7596695 ]
 [0.2584382  0.14844099 0.94021523]
 [0.25706175 0.14816709 0.897816  ]
 [0.3932199  0.16357759 0.9253551 ]
 [0.3877537  0.16891393 0.8984866 ]
 [0.6053964  0.15611233 0.8733828 ]
 [0.59764266 0.14971702 0.9106366 ]
 [0.78919417 0.1492663  0.84793234]
 [0.7470049  0.15278202 0.6772568 ]
 [0.6581238  0.28203917 0.91161716]
 [0.6450053  0.28510964 0.8627546 ]
 [0.70901555 0.56116974 0.8028935 ]
 [0.6926264  0.56013155 0.7518211 ]
 [0.75488484 0.835788   0.83486056]
 [0.7287597  0.80914366 0.8113415 ]]",Upward-Facing Dog
"[[0.2894641  0.919232   0.7612762 ]
 [0.27809152 0.89721155 0.9070922 ]
 [0.27716142 0.89693964 0.9088581 ]
 [0.30606166 0.8606128  0.84413064]
 [0.3078739  0.8587113  0.7216062 ]
 [0.4037157  0.84671897 0.84360623]
 [0.40737385 0.8714645  0.8911567 ]
 [0.59446335 0.8253895  0.7164568 ]
 [0.60169715 0.8809048  0.8269792 ]
 [0.74835926 0.84375656 0.66989386]
 [0.76810247 0.8954418  0.89947057]
 [0.65345436 0.72686744 0.91263926]
 [0.6639179  0.7432427  0.8672175 ]
 [0.726403   0.45584106 0.7665904 ]
 [0.73547715 0.4569305  0.7938472 ]
 [0.74074477 0.22393592 0.6982274 ]
 [0.7601425  0.1799415  0.833388  ]]",Upward-Facing Dog
"[[0.22521698 0.8772335  0.76617813]
 [0.21905096 0.8477288  0.7621755 ]
 [0.22061522 0.8462496  0.7739657 ]
 [0.27645734 0.8162855  0.89620227]
 [0.2807531  0.8170096  0.89923555]
 [0.3981173  0.8506686  0.78726184]
 [0.40507862 0.86218125 0.87465763]
 [0.60997546 0.8612289  0.5944721 ]
 [0.6171825  0.88686764 0.91239345]
 [0.77542406 0.89455384 0.8155084 ]
 [0.79361343 0.91276234 0.65865993]
 [0.68438655 0.7584406  0.86453116]
 [0.69056594 0.77165806 0.8522262 ]
 [0.7552506  0.4674357  0.68284404]
 [0.755318   0.4658081  0.6634165 ]
 [0.7556018  0.17663811 0.7504192 ]
 [0.77210325 0.16590568 0.7230996 ]]",Upward-Facing Dog
"[[0.23595357 0.9377706  0.71700907]
 [0.21460813 0.9192247  0.8411858 ]
 [0.21532165 0.9186369  0.90265656]
 [0.24169832 0.86611885 0.90502435]
 [0.24433829 0.8600574  0.8605645 ]
 [0.36039236 0.8239721  0.9069565 ]
 [0.38644034 0.8680264  0.78596765]
 [0.57059884 0.81337863 0.5700922 ]
 [0.5922786  0.84639907 0.8658059 ]
 [0.7495536  0.83278996 0.79936445]
 [0.7917124  0.8645378  0.601507  ]
 [0.63920313 0.6726465  0.83269155]
 [0.6654637  0.68131584 0.83888507]
 [0.7267951  0.40083158 0.90106064]
 [0.74024034 0.40128133 0.7842976 ]
 [0.74128455 0.15557818 0.69831795]
 [0.7611747  0.11744466 0.74493456]]",Upward-Facing Dog
"[[0.31450197 0.8817604  0.8429924 ]
 [0.29516876 0.86403173 0.71521187]
 [0.294454   0.86517215 0.66897416]
 [0.31067434 0.81694937 0.74295604]
 [0.31299382 0.81319773 0.7379528 ]
 [0.41666046 0.80733895 0.9309477 ]
 [0.4192603  0.82189476 0.77702826]
 [0.59584796 0.81474555 0.81744397]
 [0.6006632  0.8381056  0.89291525]
 [0.74323624 0.82625693 0.50949097]
 [0.7620738  0.85048705 0.92453885]
 [0.6400448  0.67950255 0.85217226]
 [0.6490718  0.6882533  0.8461846 ]
 [0.7089677  0.40994665 0.833007  ]
 [0.71543455 0.41353586 0.7298062 ]
 [0.7281187  0.17541496 0.73945785]
 [0.7433833  0.14629662 0.7056458 ]]",Upward-Facing Dog
"[[0.23447046 0.9641687  0.8407418 ]
 [0.22000203 0.93484217 0.5851661 ]
 [0.21992277 0.9361449  0.6196387 ]
 [0.25722566 0.87275916 0.80353945]
 [0.25959188 0.871393   0.91905105]
 [0.3845382  0.86765295 0.790665  ]
 [0.3931246  0.85021615 0.86929417]
 [0.6104167  0.86474204 0.9084777 ]
 [0.6136106  0.85221237 0.8032539 ]
 [0.77053434 0.84432906 0.819836  ]
 [0.7897962  0.828887   0.67946327]
 [0.6665677  0.7161851  0.8386046 ]
 [0.6745775  0.7129246  0.9204523 ]
 [0.7175696  0.40744337 0.7242449 ]
 [0.732608   0.4115908  0.6741505 ]
 [0.75493294 0.1433742  0.73506016]
 [0.77694124 0.12706815 0.8642169 ]]",Upward-Facing Dog
"[[0.32469845 0.20010918 0.7621105 ]
 [0.3088341  0.21355233 0.7807478 ]
 [0.3090513  0.214143   0.82100534]
 [0.32631972 0.2581354  0.77122027]
 [0.3245932  0.2560011  0.7963974 ]
 [0.41984192 0.26135024 0.80383503]
 [0.40745953 0.28479433 0.88699645]
 [0.58320236 0.27640057 0.92231095]
 [0.53722686 0.29836434 0.6424078 ]
 [0.7145681  0.25928843 0.92538154]
 [0.6603     0.28549516 0.66158336]
 [0.58732677 0.41889453 0.87356234]
 [0.5597277  0.4232304  0.7588645 ]
 [0.64950454 0.6245721  0.8070554 ]
 [0.61364686 0.6283161  0.8116431 ]
 [0.68189174 0.8407505  0.5809791 ]
 [0.63467735 0.7904195  0.60162246]]",Upward-Facing Dog
"[[0.22498615 0.10848483 0.79020053]
 [0.22614194 0.13849589 0.7920033 ]
 [0.22515756 0.13911882 0.7860836 ]
 [0.2841949  0.16376935 0.8833448 ]
 [0.28458226 0.16186723 0.8515866 ]
 [0.38956293 0.14386052 0.84312576]
 [0.38343275 0.15793818 0.74529076]
 [0.6099356  0.19105077 0.7958412 ]
 [0.59864867 0.19739369 0.8820508 ]
 [0.8001602  0.16786225 0.88903564]
 [0.7406841  0.1796083  0.6558567 ]
 [0.69112474 0.3134069  0.91143686]
 [0.6570726  0.32009706 0.70089126]
 [0.7336997  0.6111176  0.9009376 ]
 [0.70031226 0.60669345 0.8427645 ]
 [0.76791334 0.890714   0.8657985 ]
 [0.72682065 0.85460746 0.80793035]]",Upward-Facing Dog
"[[0.28924903 0.01068417 0.6932552 ]
 [0.2616129  0.02052576 0.7012508 ]
 [0.26023927 0.01762669 0.7258465 ]
 [0.2689274  0.08549067 0.9002371 ]
 [0.26786566 0.08812347 0.7824409 ]
 [0.39840558 0.14397365 0.9458289 ]
 [0.38551342 0.13318762 0.67861927]
 [0.6252521  0.14933208 0.7227825 ]
 [0.5930017  0.12294391 0.8125805 ]
 [0.81032866 0.14260085 0.94463974]
 [0.7530001  0.12418339 0.565378  ]
 [0.63368905 0.3532369  0.875565  ]
 [0.6176574  0.34797072 0.7714985 ]
 [0.71490395 0.6111758  0.79551005]
 [0.6975303  0.6035608  0.77384806]
 [0.7624577  0.8873964  0.76839674]
 [0.7456124  0.8712363  0.7541075 ]]",Upward-Facing Dog
"[[0.39451313 0.2371154  0.7131757 ]
 [0.37652767 0.24938394 0.5525496 ]
 [0.37748826 0.24997018 0.53275925]
 [0.39092353 0.28249735 0.69106424]
 [0.39044845 0.2804392  0.68111074]
 [0.47915086 0.29880297 0.7251675 ]
 [0.47238508 0.310926   0.8285818 ]
 [0.6316438  0.29942906 0.6851084 ]
 [0.6144687  0.30757597 0.7632681 ]
 [0.74090564 0.29154757 0.7965001 ]
 [0.7260287  0.29677755 0.6600046 ]
 [0.6464736  0.404713   0.8066907 ]
 [0.64489996 0.40763453 0.73604065]
 [0.6912074  0.60571384 0.71771854]
 [0.68099326 0.604689   0.7394371 ]
 [0.7092142  0.7868908  0.68275857]
 [0.7013266  0.7661514  0.8240634 ]]",Upward-Facing Dog
"[[0.19747436 0.09135286 0.6820667 ]
 [0.19933805 0.12173803 0.66683805]
 [0.19892646 0.11576549 0.75158   ]
 [0.25680822 0.15046446 0.8400835 ]
 [0.2548243  0.1468891  0.6787876 ]
 [0.36677584 0.13139991 0.7981314 ]
 [0.36384407 0.14280441 0.7750622 ]
 [0.5954183  0.10136862 0.88248396]
 [0.59126884 0.10940753 0.6622828 ]
 [0.77679473 0.09194493 0.7305529 ]
 [0.74716246 0.09913267 0.7837175 ]
 [0.5881081  0.3108561  0.85818493]
 [0.5840439  0.31453368 0.842937  ]
 [0.6599489  0.59667206 0.8330465 ]
 [0.6509644  0.59245    0.7395469 ]
 [0.7310451  0.872075   0.5503194 ]
 [0.70142204 0.8306593  0.7225081 ]]",Upward-Facing Dog
"[[0.2440063  0.9736707  0.7883606 ]
 [0.23029913 0.9521749  0.8120754 ]
 [0.23048748 0.95414054 0.79676276]
 [0.26669627 0.90806276 0.75940704]
 [0.26570007 0.90874183 0.76345694]
 [0.37611282 0.87222165 0.87060314]
 [0.39746484 0.90544456 0.78493476]
 [0.56212354 0.8114756  0.64106846]
 [0.60287523 0.8548169  0.8133726 ]
 [0.7143362  0.79485506 0.6874936 ]
 [0.793943   0.8191012  0.94542134]
 [0.6080935  0.695338   0.8958083 ]
 [0.6376164  0.70637596 0.9195588 ]
 [0.6913411  0.42880046 0.85125285]
 [0.7398324  0.42775363 0.6394    ]
 [0.7154142  0.1770081  0.78096914]
 [0.7670893  0.12058163 0.8282184 ]]",Upward-Facing Dog
"[[0.4702961  0.33463317 0.53443956]
 [0.46791735 0.35220236 0.5068949 ]
 [0.4702204  0.35423717 0.53629494]
 [0.49809304 0.36856884 0.68006563]
 [0.5040418  0.37147084 0.537342  ]
 [0.5619101  0.35232276 0.82465076]
 [0.5585207  0.3652829  0.73570573]
 [0.67007446 0.36387506 0.37056622]
 [0.6624964  0.3744574  0.50470185]
 [0.76866865 0.33762965 0.72029644]
 [0.7567374  0.34854826 0.5738791 ]
 [0.70938843 0.43877396 0.80501175]
 [0.70980996 0.4498325  0.7623055 ]
 [0.76511335 0.6117578  0.7716848 ]
 [0.74285764 0.6171225  0.41616893]
 [0.752809   0.7771161  0.31703907]
 [0.74323905 0.7767221  0.58906645]]",Upward-Facing Dog
"[[0.33157897 0.11254878 0.8150336 ]
 [0.3175219  0.12321223 0.71167433]
 [0.3178716  0.12421377 0.7444482 ]
 [0.3263878  0.16897064 0.64216304]
 [0.32616797 0.16760261 0.66458404]
 [0.4162796  0.2006873  0.93837947]
 [0.41268766 0.21059093 0.8733917 ]
 [0.56405103 0.20196514 0.83177876]
 [0.5590923  0.21532813 0.7467395 ]
 [0.691282   0.20120789 0.69266963]
 [0.6731231  0.21134642 0.6915059 ]
 [0.59126556 0.3762051  0.87631536]
 [0.58328676 0.37772825 0.84422266]
 [0.67484164 0.579076   0.8585044 ]
 [0.657476   0.57524776 0.84605104]
 [0.6703708  0.7883531  0.87224245]
 [0.6594223  0.7648814  0.8775019 ]]",Upward-Facing Dog
"[[0.3918613  0.716832   0.6079296 ]
 [0.37884736 0.70267063 0.6514415 ]
 [0.37775755 0.703052   0.6085003 ]
 [0.39322537 0.664969   0.82379085]
 [0.39523616 0.66285133 0.7932283 ]
 [0.46874675 0.66437733 0.583098  ]
 [0.46353352 0.6457185  0.6651727 ]
 [0.5982869  0.6503076  0.73138046]
 [0.59457964 0.6396836  0.6256387 ]
 [0.7037874  0.6469216  0.60709953]
 [0.7128491  0.64292616 0.6745281 ]
 [0.63288665 0.5736996  0.78680515]
 [0.63398516 0.5661364  0.78072983]
 [0.67284405 0.37039    0.7689941 ]
 [0.6680806  0.36803484 0.4806967 ]
 [0.6963095  0.24082166 0.6012361 ]
 [0.69855547 0.22729234 0.5487318 ]]",Upward-Facing Dog
"[[0.19823058 0.08742714 0.83977973]
 [0.20780148 0.11635356 0.8596595 ]
 [0.20620713 0.11474138 0.7930535 ]
 [0.2811624  0.12559922 0.83284676]
 [0.28001493 0.12569684 0.8957161 ]
 [0.3840202  0.09798179 0.88594264]
 [0.37672204 0.11721553 0.80655897]
 [0.60675913 0.08686992 0.7231759 ]
 [0.5732601  0.11063266 0.6851409 ]
 [0.7882846  0.10015619 0.7181666 ]
 [0.7432872  0.12145987 0.6518757 ]
 [0.6369931  0.2865736  0.8482131 ]
 [0.6133816  0.29288208 0.7315003 ]
 [0.72445595 0.5756522  0.8978159 ]
 [0.6946632  0.56805515 0.78689957]
 [0.762402   0.8607495  0.6403967 ]
 [0.72294295 0.83679616 0.7340432 ]]",Upward-Facing Dog
"[[0.3305901  0.42591128 0.82282406]
 [0.31258255 0.43823093 0.64820135]
 [0.31135616 0.43595275 0.6664103 ]
 [0.31718382 0.48445198 0.85209507]
 [0.31623942 0.48329416 0.89789784]
 [0.413894   0.511716   0.6533093 ]
 [0.4031313  0.49443477 0.6862755 ]
 [0.24420212 0.47681537 0.78933585]
 [0.24924543 0.4695184  0.65756106]
 [0.11706682 0.46967936 0.6815423 ]
 [0.11506446 0.46921822 0.60547215]
 [0.6487348  0.49817955 0.68329   ]
 [0.6473891  0.4527304  0.785519  ]
 [0.7926833  0.6536224  0.8680311 ]
 [0.68639344 0.25111502 0.9118948 ]
 [0.9136116  0.84312373 0.75373214]
 [0.8847804  0.22265345 0.9441641 ]]",Warrior One
"[[0.1712344  0.529669   0.4244475 ]
 [0.17039487 0.5229091  0.42743954]
 [0.17399442 0.50868297 0.49709958]
 [0.21221626 0.5179477  0.50029474]
 [0.22054726 0.49980882 0.43623185]
 [0.30292216 0.5764059  0.51327664]
 [0.30917156 0.53674006 0.63813317]
 [0.1639193  0.41787183 0.24305664]
 [0.16383912 0.42122707 0.3249681 ]
 [0.0713456  0.2773792  0.2457177 ]
 [0.06853264 0.28132677 0.7045136 ]
 [0.64010304 0.681041   0.50804377]
 [0.6515496  0.63242537 0.5803244 ]
 [0.6303252  0.90340865 0.8513089 ]
 [0.8480848  0.38016427 0.8018618 ]
 [0.90665644 0.86211365 0.7443553 ]
 [0.8773638  0.07281946 0.6903695 ]]",Warrior One
"[[0.23737402 0.4030118  0.6465543 ]
 [0.23286319 0.42392617 0.68817556]
 [0.23273496 0.42362124 0.7001504 ]
 [0.28215775 0.44317955 0.89828324]
 [0.280108   0.43946987 0.8879001 ]
 [0.3671839  0.42280054 0.8215481 ]
 [0.36269563 0.4142201  0.93990064]
 [0.19173415 0.39312598 0.75127655]
 [0.19010764 0.39818263 0.775022  ]
 [0.07510935 0.42560992 0.82945716]
 [0.08322648 0.43506157 0.6329147 ]
 [0.6316618  0.4405817  0.78993535]
 [0.6373241  0.41041178 0.9176359 ]
 [0.7898216  0.65372044 0.8790448 ]
 [0.6910006  0.20183845 0.8105549 ]
 [0.9218012  0.85676426 0.90478283]
 [0.92736596 0.21691306 0.9042706 ]]",Warrior One
"[[0.27587727 0.4730374  0.7149271 ]
 [0.263287   0.48908943 0.65272397]
 [0.26292726 0.49086434 0.6619051 ]
 [0.287367   0.52526176 0.8635944 ]
 [0.28429285 0.5286885  0.83286834]
 [0.36767682 0.5229486  0.78408986]
 [0.36424512 0.5239568  0.8758763 ]
 [0.22348125 0.50805384 0.5280758 ]
 [0.22256982 0.5089577  0.64467096]
 [0.1062545  0.5237635  0.5882162 ]
 [0.10893592 0.52645713 0.71796143]
 [0.6441279  0.5102405  0.8453171 ]
 [0.6425811  0.5155718  0.69684464]
 [0.71312934 0.28317156 0.9394327 ]
 [0.787545   0.6724351  0.7471341 ]
 [0.9331746  0.2552336  0.9058772 ]
 [0.9009465  0.8236821  0.6794037 ]]",Warrior One
"[[0.23626952 0.55857843 0.7376665 ]
 [0.22151199 0.53833944 0.7423239 ]
 [0.22081205 0.53806275 0.7566753 ]
 [0.2442104  0.500418   0.64120525]
 [0.24602412 0.4993578  0.60915834]
 [0.32876322 0.510059   0.843825  ]
 [0.33343488 0.50658405 0.88171935]
 [0.16757576 0.51530343 0.6792662 ]
 [0.1617139  0.51507366 0.8203512 ]
 [0.07769131 0.4861641  0.83259016]
 [0.074481   0.48484984 0.73658967]
 [0.6110794  0.50923145 0.7993942 ]
 [0.61884826 0.53231454 0.74699247]
 [0.79442286 0.35251942 0.85985595]
 [0.7029941  0.7766282  0.9393046 ]
 [0.92833066 0.14682952 0.87780714]
 [0.9411046  0.7875447  0.832458  ]]",Warrior One
"[[0.3257979  0.6212443  0.71110654]
 [0.30367652 0.60764915 0.81457376]
 [0.30499607 0.6101655  0.8394846 ]
 [0.3110031  0.5579895  0.7428788 ]
 [0.31148782 0.5557802  0.8370465 ]
 [0.39720905 0.55403453 0.807607  ]
 [0.40190083 0.53908324 0.81214905]
 [0.2421564  0.57277036 0.7219104 ]
 [0.24367884 0.5723988  0.7914135 ]
 [0.11964621 0.5635888  0.7764783 ]
 [0.11913827 0.5670037  0.75155216]
 [0.64957285 0.55380344 0.8891942 ]
 [0.6482117  0.5271548  0.9118831 ]
 [0.70809436 0.7523959  0.71889794]
 [0.7889429  0.33524817 0.88152546]
 [0.92358935 0.79776853 0.9211284 ]
 [0.8777053  0.11067298 0.86413604]]",Warrior One
"[[0.2781956  0.50993603 0.7033297 ]
 [0.28180468 0.52817976 0.76782686]
 [0.28302705 0.5303199  0.7824663 ]
 [0.3290017  0.53749907 0.8940436 ]
 [0.3306839  0.5419859  0.6260915 ]
 [0.39570746 0.5024292  0.77743775]
 [0.3846053  0.4844743  0.9124546 ]
 [0.2255878  0.4726647  0.8251021 ]
 [0.23050354 0.47453555 0.82140326]
 [0.1088106  0.4905378  0.8332061 ]
 [0.11246495 0.4935143  0.5572841 ]
 [0.67133254 0.49038303 0.78736794]
 [0.67200816 0.42275038 0.8415072 ]
 [0.81631184 0.6828598  0.89824116]
 [0.6685101  0.22687481 0.90494335]
 [0.91093034 0.86197215 0.890291  ]
 [0.8957617  0.22527833 0.82993233]]",Warrior One
"[[0.31071976 0.6307465  0.769016  ]
 [0.28934    0.6193346  0.8845799 ]
 [0.28992268 0.62006825 0.90191835]
 [0.29992798 0.5716663  0.8335615 ]
 [0.30172145 0.5686566  0.8661877 ]
 [0.3800915  0.5629186  0.77149284]
 [0.3822648  0.5471813  0.8784445 ]
 [0.22981077 0.59095836 0.79899687]
 [0.22413917 0.5911077  0.75192714]
 [0.11568505 0.6089804  0.64660096]
 [0.11251163 0.6166944  0.6122825 ]
 [0.65241075 0.55474585 0.85242134]
 [0.64981437 0.5252556  0.88575   ]
 [0.72609985 0.7434439  0.82009995]
 [0.8029724  0.3631809  0.8008501 ]
 [0.9327017  0.73776823 0.8377569 ]
 [0.93279636 0.20378935 0.7224656 ]]",Warrior One
"[[0.23682518 0.54612255 0.67158943]
 [0.23397171 0.5237766  0.6821053 ]
 [0.23557638 0.5217785  0.6940658 ]
 [0.26539674 0.50200295 0.8035109 ]
 [0.2725638  0.49548262 0.82846713]
 [0.33416945 0.5355826  0.82440174]
 [0.33959147 0.49294364 0.79109156]
 [0.16552661 0.48762167 0.63985115]
 [0.16025412 0.46959126 0.7308095 ]
 [0.02880849 0.45214075 0.3896851 ]
 [0.02639599 0.4377749  0.7732376 ]
 [0.6044611  0.59660524 0.8315121 ]
 [0.61092573 0.5319765  0.75016487]
 [0.6863421  0.75061965 0.87009114]
 [0.7776687  0.38271472 0.89211655]
 [0.8864821  0.7337774  0.69412947]
 [0.9341171  0.21773309 0.8932828 ]]",Warrior One
"[[0.26828837 0.41146022 0.8638561 ]
 [0.2616858  0.43552497 0.63151836]
 [0.2608807  0.4347491  0.84334236]
 [0.2905713  0.47454298 0.8672502 ]
 [0.28654942 0.4654133  0.88718957]
 [0.38545477 0.48707905 0.8041284 ]
 [0.37521932 0.43231022 0.8995316 ]
 [0.22060668 0.49156293 0.8176872 ]
 [0.2161029  0.47046357 0.85412925]
 [0.0880132  0.5600461  0.85008466]
 [0.09394886 0.54115176 0.6751907 ]
 [0.64879453 0.49326771 0.63264644]
 [0.65307766 0.42910007 0.8094835 ]
 [0.79271036 0.66684145 0.95079154]
 [0.69029003 0.22864312 0.8961706 ]
 [0.92008144 0.8283478  0.9259949 ]
 [0.9047265  0.22934836 0.91828394]]",Warrior One
"[[0.30890912 0.51789916 0.5192025 ]
 [0.29682    0.50190836 0.5516031 ]
 [0.29736906 0.49606782 0.7478695 ]
 [0.32448184 0.47273773 0.8691748 ]
 [0.32401353 0.46745494 0.7396462 ]
 [0.39661813 0.49474207 0.9122767 ]
 [0.39485347 0.48231915 0.8866277 ]
 [0.23640941 0.52070546 0.680442  ]
 [0.22641237 0.5304081  0.7808889 ]
 [0.1279963  0.510687   0.40031895]
 [0.09510271 0.530201   0.7647706 ]
 [0.63729507 0.5175733  0.7797469 ]
 [0.64135414 0.48343793 0.8183078 ]
 [0.70997363 0.7140118  0.95507205]
 [0.78369987 0.34733617 0.8519482 ]
 [0.908522   0.7221708  0.9371652 ]
 [0.9254073  0.20491558 0.9255277 ]]",Warrior One
"[[0.25171113 0.46592128 0.77353317]
 [0.25142694 0.4863757  0.66435695]
 [0.25036505 0.48309168 0.67372847]
 [0.29352775 0.503171   0.9086318 ]
 [0.28949913 0.5004265  0.81986517]
 [0.3535832  0.47771055 0.9034556 ]
 [0.35191846 0.4805275  0.8932366 ]
 [0.2047073  0.41421995 0.67918974]
 [0.19748394 0.42678463 0.86589825]
 [0.09269267 0.39536676 0.61928976]
 [0.09189552 0.40936914 0.6942906 ]
 [0.61301315 0.47772574 0.86919254]
 [0.6146808  0.46736833 0.9581137 ]
 [0.80462426 0.63791454 0.67599857]
 [0.71108866 0.24651663 0.87748176]
 [0.9446139  0.81853575 0.9393035 ]
 [0.9191246  0.24844882 0.7615302 ]]",Warrior One
"[[0.25842622 0.60542756 0.8322608 ]
 [0.2482281  0.5862471  0.8639377 ]
 [0.24726011 0.5861341  0.87195665]
 [0.26396415 0.5449803  0.82671636]
 [0.26709998 0.5448277  0.73941016]
 [0.35617432 0.5591282  0.84416324]
 [0.35020334 0.53888214 0.8411454 ]
 [0.19101422 0.5138742  0.7507961 ]
 [0.1851868  0.5143558  0.8080218 ]
 [0.07348823 0.45727673 0.7638032 ]
 [0.07103065 0.45520976 0.8043195 ]
 [0.6368456  0.56475466 0.8211836 ]
 [0.6306441  0.5185839  0.75561357]
 [0.70140433 0.78190637 0.94874495]
 [0.7981737  0.34910282 0.8700006 ]
 [0.9211293  0.7707159  0.9471625 ]
 [0.93704045 0.16106036 0.78735614]]",Warrior One
"[[0.29245365 0.5582854  0.72200084]
 [0.28138492 0.5409916  0.85509145]
 [0.28014386 0.53996545 0.72012997]
 [0.29692227 0.5032707  0.8271879 ]
 [0.30078256 0.50242203 0.7585996 ]
 [0.38476673 0.5086518  0.6438985 ]
 [0.38640818 0.48608854 0.89926183]
 [0.24193193 0.499951   0.6260434 ]
 [0.23709956 0.49054036 0.608142  ]
 [0.12168797 0.47012103 0.59950125]
 [0.11953253 0.46839058 0.7181697 ]
 [0.61321926 0.48974317 0.7745756 ]
 [0.6175695  0.48983246 0.7149023 ]
 [0.79126006 0.34472883 0.7734282 ]
 [0.7263759  0.70283747 0.94605327]
 [0.9433807  0.20220992 0.9196962 ]
 [0.95208305 0.7151208  0.72022414]]",Warrior One
"[[0.2546635  0.53828645 0.72285354]
 [0.24688497 0.5265049  0.8226761 ]
 [0.24887618 0.5202744  0.7950348 ]
 [0.27634025 0.5104155  0.8238127 ]
 [0.28509414 0.495339   0.71543986]
 [0.33797485 0.5337957  0.80551225]
 [0.34084058 0.5382273  0.7953373 ]
 [0.20594612 0.579791   0.582818  ]
 [0.20389058 0.5738451  0.57604444]
 [0.08927651 0.5787934  0.48081437]
 [0.08926738 0.57816416 0.75007015]
 [0.55494714 0.5108864  0.81996775]
 [0.55171186 0.5147841  0.81045455]
 [0.7050412  0.6421762  0.8411571 ]
 [0.7406367  0.42443272 0.7588478 ]
 [0.8876859  0.62006944 0.89336175]
 [0.9283962  0.34942445 0.87483835]]",Warrior One
"[[0.29798076 0.511913   0.6607639 ]
 [0.29353148 0.4915315  0.5566344 ]
 [0.28961477 0.49417064 0.8564591 ]
 [0.34300458 0.46342403 0.6687599 ]
 [0.33809534 0.46876928 0.8216054 ]
 [0.44387946 0.5024973  0.88697505]
 [0.38904062 0.51128924 0.75299466]
 [0.5506437  0.53279144 0.39377123]
 [0.23592846 0.5269452  0.5622752 ]
 [0.5745446  0.5528333  0.07537348]
 [0.0967513  0.50181866 0.6087611 ]
 [0.6954132  0.57147807 0.9135362 ]
 [0.7047995  0.5271584  0.72349715]
 [0.70560443 0.8107279  0.94536555]
 [0.8492979  0.31556067 0.78274596]
 [0.92850053 0.8245084  0.7615071 ]
 [0.9500705  0.09761922 0.8558852 ]]",Warrior One
"[[0.2724882  0.55585986 0.82544076]
 [0.25264865 0.56293684 0.831891  ]
 [0.25176927 0.5356825  0.80821687]
 [0.2589145  0.555444   0.89421827]
 [0.25213695 0.4991177  0.8075074 ]
 [0.3290446  0.56328845 0.7069603 ]
 [0.33275434 0.46437982 0.84027624]
 [0.21176171 0.6158275  0.9337608 ]
 [0.18705615 0.5132668  0.77964675]
 [0.08165406 0.6067415  0.6563731 ]
 [0.04389035 0.52484125 0.8107395 ]
 [0.6115063  0.5677985  0.9207878 ]
 [0.6055064  0.4853382  0.89140695]
 [0.7074073  0.7509053  0.87843734]
 [0.78651863 0.3418524  0.77416927]
 [0.92023796 0.76015186 0.7981919 ]
 [0.94120586 0.17345984 0.913265  ]]",Warrior One
